"","repID","Geneid","is_re","class","superf","fam","meanExpr","logFC_cGASKOvsWT","pval_cGASKOvsWT","padj_cGASKOvsWT","sig_cGASKOvsWT"
"36","Charlie1:hAT-Charlie:DNA","Charlie1:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie1",17.859044151637,-0.182142459404301,0.00880281187878928,0.265306969124621,"Not Sig."
"37","Charlie10:hAT-Charlie:DNA","Charlie10:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie10",2.82026083856994,-0.0707975785566256,0.46857424146066,0.89145734961972,"Not Sig."
"38","Charlie10a:hAT-Charlie:DNA","Charlie10a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie10a",0.587870564656975,0.148294785720357,0.538983729115914,0.913190417443638,"Not Sig."
"39","Charlie10b:hAT-Charlie:DNA","Charlie10b:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie10b",0.666250967131021,0.00718305978668353,0.978262172284131,0.993833761168804,"Not Sig."
"40","Charlie11:hAT-Charlie:DNA","Charlie11:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie11",0.777331855316746,0.130105284017361,0.464980145836497,0.89145734961972,"Not Sig."
"41","Charlie12_Rodent:hAT-Charlie:DNA","Charlie12_Rodent:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie12_Rodent",16.9459593827799,-0.0892106669221122,0.143456088438009,0.711959684284489,"Not Sig."
"42","Charlie12:hAT-Charlie:DNA","Charlie12:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie12",0.634882679673807,-0.00851607655859772,0.965568665997472,0.992913815200429,"Not Sig."
"43","Charlie13a:hAT-Charlie:DNA","Charlie13a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie13a",2.01472011230779,-0.126516360968655,0.224191235508832,0.800156218839088,"Not Sig."
"44","Charlie13b:hAT-Charlie:DNA","Charlie13b:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie13b",1.13647324578881,-0.159819133338749,0.408002963627436,0.89145734961972,"Not Sig."
"45","Charlie15a:hAT-Charlie:DNA","Charlie15a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie15a",1.94533502490754,-0.270420193258501,0.0322055342985872,0.403575404710799,"Not Sig."
"46","Charlie15b:hAT-Charlie:DNA","Charlie15b:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie15b",3.78690417380619,-0.126823711872786,0.318328243717228,0.834626762189546,"Not Sig."
"47","Charlie16:hAT-Charlie:DNA","Charlie16:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie16",1.69653560174169,-0.0585572979222471,0.691042288394994,0.93605739978032,"Not Sig."
"48","Charlie16a:hAT-Charlie:DNA","Charlie16a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie16a",1.00063028333401,0.00635183654816708,0.971938480864929,0.992913815200429,"Not Sig."
"49","Charlie17:hAT-Charlie:DNA","Charlie17:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie17",0.875556631096723,-0.111933680687808,0.557014341933781,0.913190417443638,"Not Sig."
"50","Charlie17a:hAT-Charlie:DNA","Charlie17a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie17a",0.392801188375982,-0.285264461857373,0.236904504703703,0.808476167240174,"Not Sig."
"51","Charlie17b:hAT-Charlie:DNA","Charlie17b:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie17b",0.811214596449604,0.16379719947812,0.383457542482639,0.876211409273622,"Not Sig."
"52","Charlie18a:hAT-Charlie:DNA","Charlie18a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie18a",1.96858124160995,0.0735978772515911,0.538202390762562,0.913190417443638,"Not Sig."
"53","Charlie19a:hAT-Charlie:DNA","Charlie19a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie19a",3.34579758117847,-0.402776565031559,0.000280181659698742,0.0337774556414594,"Not Sig."
"54","Charlie1a:hAT-Charlie:DNA","Charlie1a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie1a",55.5706439036128,-0.0328434270793186,0.513184668610828,0.901890544866392,"Not Sig."
"55","Charlie1b:hAT-Charlie:DNA","Charlie1b:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie1b",14.070894666891,-0.122798350284309,0.0609947209427256,0.566735092624706,"Not Sig."
"56","Charlie20a:hAT-Charlie:DNA","Charlie20a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie20a",1.16365832470468,-0.0930478252218453,0.623628703700197,0.930718369418157,"Not Sig."
"57","Charlie21a:hAT-Charlie:DNA","Charlie21a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie21a",1.10438214442525,-0.136944938208903,0.479971687074834,0.89145734961972,"Not Sig."
"58","Charlie22a:hAT-Charlie:DNA","Charlie22a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie22a",1.62808034860455,-0.0722117455834204,0.655678734216104,0.932536212835387,"Not Sig."
"59","Charlie23a:hAT-Charlie:DNA","Charlie23a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie23a",2.03187420966466,-0.263136861992892,0.101950329608878,0.642372813810429,"Not Sig."
"60","Charlie24:hAT-Charlie:DNA","Charlie24:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie24",3.63536146853634,0.0787403186882221,0.441239913677176,0.89145734961972,"Not Sig."
"61","Charlie25:hAT-Charlie:DNA","Charlie25:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie25",2.12558081384373,-0.0644799885834713,0.684847920696833,0.93605739978032,"Not Sig."
"62","Charlie26a:hAT-Charlie:DNA","Charlie26a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie26a",0.860080139140696,0.172412537266108,0.431900140553343,0.89145734961972,"Not Sig."
"63","Charlie29a:hAT-Charlie:DNA","Charlie29a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie29a",1.10563622401018,0.177153120488887,0.287759754264912,0.825449032914936,"Not Sig."
"64","Charlie29b:hAT-Charlie:DNA","Charlie29b:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie29b",5.10623488402451,-0.117560196183721,0.281973996527072,0.825449032914936,"Not Sig."
"65","Charlie2a:hAT-Charlie:DNA","Charlie2a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie2a",7.37486037773292,-0.0574002384237662,0.555794458883579,0.913190417443638,"Not Sig."
"66","Charlie2b:hAT-Charlie:DNA","Charlie2b:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie2b",6.88369607374779,-0.079356466302545,0.352243306709147,0.843673262206235,"Not Sig."
"67","Charlie30a:hAT-Charlie:DNA","Charlie30a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie30a",1.8736905175969,-0.328634581803286,0.146052561211323,0.714752103346475,"Not Sig."
"68","Charlie30b:hAT-Charlie:DNA","Charlie30b:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie30b",2.59078635508442,0.0466677408158709,0.709947241040217,0.938237218670689,"Not Sig."
"69","Charlie31a:hAT-Charlie:DNA","Charlie31a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie31a",0.542323540556001,-0.0531212257023655,0.811505448573295,0.967842810611808,"Not Sig."
"70","Charlie32a:hAT-Charlie:DNA","Charlie32a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie32a",1.44263653784395,0.210886000500648,0.114309708023159,0.645968922943374,"Not Sig."
"71","Charlie4:hAT-Charlie:DNA","Charlie4:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie4",4.93153892103709,-0.0869515876153419,0.301701610413573,0.834626762189546,"Not Sig."
"72","Charlie4a:hAT-Charlie:DNA","Charlie4a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie4a",9.28203160959437,-0.100229501304491,0.121965296132103,0.66166173151666,"Not Sig."
"73","Charlie4z:hAT-Charlie:DNA","Charlie4z:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie4z",10.2857172353683,0.283510197359593,0.00138928731179014,0.0862786869432917,"Not Sig."
"74","Charlie5:hAT-Charlie:DNA","Charlie5:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie5",18.3684400339816,-0.0135160580741408,0.837089800087315,0.973234127937497,"Not Sig."
"75","Charlie6:hAT-Charlie:DNA","Charlie6:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie6",1.50462486049193,-0.0592370932597459,0.624330063122679,0.930718369418157,"Not Sig."
"76","Charlie7:hAT-Charlie:DNA","Charlie7:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie7",7.32059086057462,-0.0487922375645943,0.579899616859013,0.925281006311808,"Not Sig."
"77","Charlie7a:hAT-Charlie:DNA","Charlie7a:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie7a",0.966537893387952,-0.0995467035141591,0.594960953798849,0.929254356749164,"Not Sig."
"78","Charlie8:hAT-Charlie:DNA","Charlie8:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie8",10.8168775682628,-0.0505828414787066,0.472314694343579,0.89145734961972,"Not Sig."
"79","Charlie9:hAT-Charlie:DNA","Charlie9:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Charlie9",2.26250229700908,0.0654771451090093,0.59668630324771,0.929254356749164,"Not Sig."
"80","Cheshire:hAT-Charlie:DNA","Cheshire:hAT-Charlie:DNA",TRUE,"DNA","DNA/hAT-Charlie","Cheshire",17.3469783172777,0.043589101266497,0.455582038062018,0.89145734961972,"Not Sig."
"81","Chompy-6_Croc:PIF-Harbinger:DNA","Chompy-6_Croc:PIF-Harbinger:DNA",TRUE,"DNA","DNA/PIF-Harbinger","Chompy-6_Croc",0.383493156973493,-0.510754938050942,0.0652252204467968,0.570720678909472,"Not Sig."
"82","CR1_Mam:CR1:LINE","CR1_Mam:CR1:LINE",TRUE,"LINE","LINE/CR1","CR1_Mam",3.27098535432803,-0.0812996514258178,0.344134839565863,0.83950227606948,"Not Sig."
"83","CR1-16_AMi:CR1:LINE","CR1-16_AMi:CR1:LINE",TRUE,"LINE","LINE/CR1","CR1-16_AMi",0.90912067770936,0.0122037664504232,0.94724388390537,0.9886607167496,"Not Sig."
"84","CR1-3_Croc:CR1:LINE","CR1-3_Croc:CR1:LINE",TRUE,"LINE","LINE/CR1","CR1-3_Croc",1.69820951167166,-0.0670023005784687,0.761132816069689,0.954475927092616,"Not Sig."
"85","CYRA11_Mm:Y-chromosome:Satellite","CYRA11_Mm:Y-chromosome:Satellite",TRUE,"Satellite","Satellite/Y-chromosome","CYRA11_Mm",15.5898416353358,-0.0566708033997604,0.294335993869411,0.829951337172234,"Not Sig."
"86","DNA1_Mam:TcMar-Tc1:DNA","DNA1_Mam:TcMar-Tc1:DNA",TRUE,"DNA","DNA/TcMar-Tc1","DNA1_Mam",0.584954654501255,0.242052775792326,0.215857104784729,0.792502549179573,"Not Sig."
"87","ERV3-16A3_I:ERVL:LTR","ERV3-16A3_I:ERVL:LTR",TRUE,"LTR","LTR/ERVL","ERV3-16A3_I",10.3008330271692,0.393804625335314,0.0473650879319817,0.517694020374055,"Not Sig."
"88","ERV3-16A3_LTR:ERVL:LTR","ERV3-16A3_LTR:ERVL:LTR",TRUE,"LTR","LTR/ERVL","ERV3-16A3_LTR",1.65709021300959,0.0977571537176885,0.417249477550812,0.89145734961972,"Not Sig."
"89","ERVB2_1-I_MM:ERVK:LTR","ERVB2_1-I_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB2_1-I_MM",0.508645607852724,-0.338902101315919,0.147973411447709,0.717261149692025,"Not Sig."
"90","ERVB2_1A-I_MM:ERVK:LTR","ERVB2_1A-I_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB2_1A-I_MM",2.13665729077851,0.347357990574056,0.0129953020379959,0.322640644452278,"Not Sig."
"91","ERVB3_1-I_MM:ERVK:LTR","ERVB3_1-I_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB3_1-I_MM",1.57261328771803,-0.216063250189601,0.114047194407158,0.645968922943374,"Not Sig."
"92","ERVB3_1-LTR_MM:ERVK:LTR","ERVB3_1-LTR_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB3_1-LTR_MM",0.712107157163972,-0.308099488172202,0.11261818062127,0.645968922943374,"Not Sig."
"93","ERVB4_1-I_MM:ERVK:LTR","ERVB4_1-I_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB4_1-I_MM",5.6149816917877,-0.763988183046953,0.0635758786730658,0.566735092624706,"Not Sig."
"94","ERVB4_1B-I_MM:ERVK:LTR","ERVB4_1B-I_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB4_1B-I_MM",5.53206494581569,0.157455433783957,0.0729986997125838,0.581406470125426,"Not Sig."
"95","ERVB4_1B-LTR_MM:ERVK:LTR","ERVB4_1B-LTR_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB4_1B-LTR_MM",3.5450341059103,-0.593290561366434,0.0903553479418312,0.619143262176469,"Not Sig."
"96","ERVB4_1C-LTR_Mm:ERVK:LTR","ERVB4_1C-LTR_Mm:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB4_1C-LTR_Mm",1.54134629676197,0.0546231041237663,0.712950176805112,0.939916089712693,"Not Sig."
"97","ERVB4_2-I_MM:ERVK:LTR","ERVB4_2-I_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB4_2-I_MM",5.3176565905213,0.409520496447703,0.0133097335382962,0.322640644452278,"Not Sig."
"98","ERVB4_2-LTR_MM:ERVK:LTR","ERVB4_2-LTR_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB4_2-LTR_MM",0.880097312471747,-0.0942764803379144,0.64903301767005,0.932536212835387,"Not Sig."
"99","ERVB4_3-I_MM:ERVK:LTR","ERVB4_3-I_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB4_3-I_MM",0.425123706437773,-0.101182869676505,0.697748403999854,0.93605739978032,"Not Sig."
"100","ERVB5_1-I_MM:ERVK:LTR","ERVB5_1-I_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB5_1-I_MM",0.769021184918454,0.0363339524544094,0.841739302851502,0.974995782293146,"Not Sig."
"101","ERVB5_1-LTR_MM:ERVK:LTR","ERVB5_1-LTR_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB5_1-LTR_MM",0.886978987554252,-0.0539769740512744,0.749437358526867,0.95261020946258,"Not Sig."
"102","ERVB5_2-LTR_MM:ERVK:LTR","ERVB5_2-LTR_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB5_2-LTR_MM",1.75017366216311,-0.192203494463129,0.139198487860877,0.705533249205372,"Not Sig."
"103","ERVB7_1-LTR_MM:ERVK:LTR","ERVB7_1-LTR_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB7_1-LTR_MM",5.51855609259986,-0.0629576293281142,0.705258760835483,0.936604351905139,"Not Sig."
"104","ERVB7_2-LTR_MM:ERVK:LTR","ERVB7_2-LTR_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB7_2-LTR_MM",1.84768526500887,0.109215839208461,0.475620289003272,0.89145734961972,"Not Sig."
"105","ERVB7_2B-LTR_MM:ERVK:LTR","ERVB7_2B-LTR_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB7_2B-LTR_MM",2.12618396093832,0.0356718685180996,0.781662899363084,0.962323938206539,"Not Sig."
"106","ERVB7_3-LTR_MM:ERVK:LTR","ERVB7_3-LTR_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB7_3-LTR_MM",0.635587286161681,0.109377772598984,0.619032883947567,0.930718369418157,"Not Sig."
"107","ERVB7_4-LTR_MM:ERVK:LTR","ERVB7_4-LTR_MM:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ERVB7_4-LTR_MM",1.02560700027396,-0.245167905303217,0.130493679544709,0.687308943233056,"Not Sig."
"108","ERVL-B4-int:ERVL:LTR","ERVL-B4-int:ERVL:LTR",TRUE,"LTR","LTR/ERVL","ERVL-B4-int",7.59216988507469,-0.0109184168285193,0.892950801420964,0.985312865046948,"Not Sig."
"109","ERVL-E-int:ERVL:LTR","ERVL-E-int:ERVL:LTR",TRUE,"LTR","LTR/ERVL","ERVL-E-int",6.79407715297191,-0.0621513349286679,0.471815218613522,0.89145734961972,"Not Sig."
"110","ERVL-int:ERVL:LTR","ERVL-int:ERVL:LTR",TRUE,"LTR","LTR/ERVL","ERVL-int",8.70460986899602,-0.0872472928980814,0.21753537929804,0.792502549179573,"Not Sig."
"111","ETnERV-int:ERVK:LTR","ETnERV-int:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ETnERV-int",13.9203168430183,0.118102676635453,0.245495094600656,0.819362200554998,"Not Sig."
"112","ETnERV2-int:ERVK:LTR","ETnERV2-int:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ETnERV2-int",9.69500799262235,0.261694400556323,0.00575262406964522,0.210450234776291,"Not Sig."
"113","ETnERV3-int:ERVK:LTR","ETnERV3-int:ERVK:LTR",TRUE,"LTR","LTR/ERVK","ETnERV3-int",7.19274414352773,0.0931048903918247,0.257725765730977,0.825449032914936,"Not Sig."
"114","Eulor11:DNA:DNA","Eulor11:DNA:DNA",TRUE,"DNA","DNA/DNA","Eulor11",0.21506837986116,0.15309607922221,0.656068507425255,0.932536212835387,"Not Sig."
"115","Eulor12:DNA:DNA","Eulor12:DNA:DNA",TRUE,"DNA","DNA/DNA","Eulor12",0.943714625535654,0.0640318669210298,0.690933739942131,0.93605739978032,"Not Sig."
"116","Eulor2A:DNA:DNA","Eulor2A:DNA:DNA",TRUE,"DNA","DNA/DNA","Eulor2A",0.380269124339889,0.108725094353948,0.699035170581104,0.93605739978032,"Not Sig."
"117","Eulor2B:DNA:DNA","Eulor2B:DNA:DNA",TRUE,"DNA","DNA/DNA","Eulor2B",0.264224856658475,0.0578907224293381,0.858907757799775,0.98096307075027,"Not Sig."
"118","Eulor5A:Crypton-A:DNA","Eulor5A:Crypton-A:DNA",TRUE,"DNA","DNA/Crypton-A","Eulor5A",0.609182749698715,0.0197927355553647,0.93009211171905,0.985312865046948,"Not Sig."
"119","Eulor6B:Crypton:DNA","Eulor6B:Crypton:DNA",TRUE,"DNA","DNA/Crypton","Eulor6B",0.29707730353519,0.262981640064695,0.471029164733705,0.89145734961972,"Not Sig."
"120","Eulor6D:Crypton:DNA","Eulor6D:Crypton:DNA",TRUE,"DNA","DNA/Crypton","Eulor6D",0.189012010666151,-0.183258136459255,0.716204540325085,0.942157279969241,"Not Sig."
"121","Eulor9A:DNA:DNA","Eulor9A:DNA:DNA",TRUE,"DNA","DNA/DNA","Eulor9A",0.664684296103935,-0.147143197133637,0.569665234116113,0.92251758062087,"Not Sig."
"122","Eulor9C:DNA:DNA","Eulor9C:DNA:DNA",TRUE,"DNA","DNA/DNA","Eulor9C",0.789353311515141,0.14762938586006,0.426501666186683,0.89145734961972,"Not Sig."
"123","EuthAT-2:hAT-Ac:DNA","EuthAT-2:hAT-Ac:DNA",TRUE,"DNA","DNA/hAT-Ac","EuthAT-2",2.46531081439622,-0.110996851881016,0.495189676112823,0.895434429443804,"Not Sig."
"124","Eutr10:ERVL:LTR","Eutr10:ERVL:LTR",TRUE,"LTR","LTR/ERVL","Eutr10",0.773996831158752,-0.0831028794341542,0.659988410764095,0.932536212835387,"Not Sig."
"125","Eutr11:DNA:DNA","Eutr11:DNA:DNA",TRUE,"DNA","DNA/DNA","Eutr11",1.00641610295095,-0.2394080259481,0.0974996591659606,0.641134122394347,"Not Sig."
"126","Eutr15:hAT-Tip100:DNA","Eutr15:hAT-Tip100:DNA",TRUE,"DNA","DNA/hAT-Tip100","Eutr15",0.38868921613472,0.284138300538528,0.450548288047812,0.89145734961972,"Not Sig."
"127","Eutr16:hAT-Tip100:DNA","Eutr16:hAT-Tip100:DNA",TRUE,"DNA","DNA/hAT-Tip100","Eutr16",0.259092237719197,0.182762688568083,0.55429822178603,0.913190417443638,"Not Sig."
"128","Eutr18:LTR:LTR","Eutr18:LTR:LTR",TRUE,"LTR","LTR/LTR","Eutr18",1.86284645024405,0.521602589500089,0.000125819372593037,0.0195020027519207,"Sig. Up"
"129","Eutr2B:MULE-MuDR:DNA","Eutr2B:MULE-MuDR:DNA",TRUE,"DNA","DNA/MULE-MuDR","Eutr2B",0.329768250818323,0.1181743928047,0.699182281216882,0.93605739978032,"Not Sig."
"130","Eutr5:LTR:LTR","Eutr5:LTR:LTR",TRUE,"LTR","LTR/LTR","Eutr5",0.316498371095569,-0.00947665559867363,0.972176721208426,0.992913815200429,"Not Sig."
"131","EUTREP15:ERV1:LTR","EUTREP15:ERV1:LTR",TRUE,"LTR","LTR/ERV1","EUTREP15",0.204112955340877,0.196798194618921,0.57977333288509,0.925281006311808,"Not Sig."
"132","EUTREP16:LTR:LTR","EUTREP16:LTR:LTR",TRUE,"LTR","LTR/LTR","EUTREP16",0.372788297496677,-0.237208748202967,0.491789799933843,0.894612124809933,"Not Sig."
"133","EUTREP2:hAT:DNA","EUTREP2:hAT:DNA",TRUE,"DNA","DNA/hAT","EUTREP2",0.809449358717478,-0.155155245578923,0.343556740760947,0.83950227606948,"Not Sig."
"134","EUTREP4:PiggyBac:DNA","EUTREP4:PiggyBac:DNA",TRUE,"DNA","DNA/PiggyBac","EUTREP4",0.301184624846243,0.741848795221545,0.0149418250208447,0.337747503075344,"Not Sig."
"135","EUTREP7:ERV1:LTR","EUTREP7:ERV1:LTR",TRUE,"LTR","LTR/ERV1","EUTREP7",0.244277672497164,-0.377376254433411,0.288336574631116,0.825449032914936,"Not Sig."
"136","EUTREP8:LTR:LTR","EUTREP8:LTR:LTR",TRUE,"LTR","LTR/LTR","EUTREP8",3.35449781789728,0.153979446919882,0.303038636804079,0.834626762189546,"Not Sig."
"137","EutTc1-N2:TcMar-Tc1:DNA","EutTc1-N2:TcMar-Tc1:DNA",TRUE,"DNA","DNA/TcMar-Tc1","EutTc1-N2",0.884313236844236,0.157374935915808,0.664646084110709,0.933737075956913,"Not Sig."
"138","FordPrefect_a:hAT-Tip100:DNA","FordPrefect_a:hAT-Tip100:DNA",TRUE,"DNA","DNA/hAT-Tip100","FordPrefect_a",0.257133696919317,-0.534027625527516,0.161935376323139,0.717261149692025,"Not Sig."
"139","FordPrefect:hAT-Tip100:DNA","FordPrefect:hAT-Tip100:DNA",TRUE,"DNA","DNA/hAT-Tip100","FordPrefect",8462.41202019182,0.0262969666557571,0.826449264379273,0.969877939766152,"Not Sig."
"140","GSAT_MM:Satellite:Satellite","GSAT_MM:Satellite:Satellite",TRUE,"Satellite","Satellite/Satellite","GSAT_MM",4.45999689199775,-0.879522351198027,2.08478897307901e-06,0.00226199603579073,"Sig. Down"
"141","HAL1:L1:LINE","HAL1:L1:LINE",TRUE,"LINE","LINE/L1","HAL1",24.0403386794231,-0.0712060294777643,0.188961893130386,0.751254270141433,"Not Sig."
"142","HAL1b:L1:LINE","HAL1b:L1:LINE",TRUE,"LINE","LINE/L1","HAL1b",3.72394532392643,-0.018137624307879,0.876561585982497,0.98313512872106,"Not Sig."
"143","HAL1M8:L1:LINE","HAL1M8:L1:LINE",TRUE,"LINE","LINE/L1","HAL1M8",8.02992824700908,-0.0690896895790277,0.324053574561289,0.83950227606948,"Not Sig."
"144","HAL1ME:L1:LINE","HAL1ME:L1:LINE",TRUE,"LINE","LINE/L1","HAL1ME",3.53897775019815,0.0232310920079189,0.844718469966231,0.975125891448221,"Not Sig."
"145","hAT-1_Mam:hAT-Tag1:DNA","hAT-1_Mam:hAT-Tag1:DNA",TRUE,"DNA","DNA/hAT-Tag1","hAT-1_Mam",6.52909834739901,-0.00730392855668882,0.931330088969025,0.985312865046948,"Not Sig."
"146","hAT-4b_Ther:hAT-Tip100:DNA","hAT-4b_Ther:hAT-Tip100:DNA",TRUE,"DNA","DNA/hAT-Tip100","hAT-4b_Ther",0.884394577745702,0.372949867179996,0.0302101607870348,0.396457102367308,"Not Sig."
"147","hAT-5_Mam:hAT-Tag1:DNA","hAT-5_Mam:hAT-Tag1:DNA",TRUE,"DNA","DNA/hAT-Tag1","hAT-5_Mam",2.57463028303187,0.127777027691291,0.260736292093465,0.825449032914936,"Not Sig."
"148","hAT-N1_Mam:hAT-Tip100:DNA","hAT-N1_Mam:hAT-Tip100:DNA",TRUE,"DNA","DNA/hAT-Tip100","hAT-N1_Mam",0.756652035437232,-0.184172550243372,0.387003673668384,0.876211409273622,"Not Sig."
"149","hAT-N1a_Mam:hAT-Tip100:DNA","hAT-N1a_Mam:hAT-Tip100:DNA",TRUE,"DNA","DNA/hAT-Tip100","hAT-N1a_Mam",1.01583320079702,-0.124008495626605,0.408063592247124,0.89145734961972,"Not Sig."
"150","Helitron1Na_Mam:Helitron:RC","Helitron1Na_Mam:Helitron:RC",TRUE,"RC","RC/Helitron","Helitron1Na_Mam",0.582676899925203,-0.0758633654482101,0.73891966181654,0.946102094391524,"Not Sig."
"151","Helitron1Nb_Mam:Helitron:RC","Helitron1Nb_Mam:Helitron:RC",TRUE,"RC","RC/Helitron","Helitron1Nb_Mam",0.291566984870272,-0.0388204487623547,0.901152400322458,0.985312865046948,"Not Sig."
"152","Helitron2Na_Mam:Helitron:RC","Helitron2Na_Mam:Helitron:RC",TRUE,"RC","RC/Helitron","Helitron2Na_Mam",0.962152005246333,-0.225430222873687,0.222695765133595,0.797913307097449,"Not Sig."
"153","Helitron3Na_Mam:Helitron:RC","Helitron3Na_Mam:Helitron:RC",TRUE,"RC","RC/Helitron","Helitron3Na_Mam",2.38390072610513,0.0121471672650555,0.945526975449382,0.9886607167496,"Not Sig."
"154","HERV16-int:ERVL:LTR","HERV16-int:ERVL:LTR",TRUE,"LTR","LTR/ERVL","HERV16-int",1.40556079581933,-0.112331453736249,0.458968959526653,0.89145734961972,"Not Sig."
"155","HERVL40-int:ERVL:LTR","HERVL40-int:ERVL:LTR",TRUE,"LTR","LTR/ERVL","HERVL40-int",1.62881222522102,-0.0610836593775269,0.670334216448698,0.934849132193878,"Not Sig."
"156","HERVL74-int:ERVL:LTR","HERVL74-int:ERVL:LTR",TRUE,"LTR","LTR/ERVL","HERVL74-int",0.870499868448158,0.250521312990638,0.116737070543421,0.646223069079651,"Not Sig."
"157","IAP-d-int:ERVK:LTR","IAP-d-int:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAP-d-int",2.22005067728128,0.138336940781087,0.169330203359397,0.72999166248996,"Not Sig."
"158","IAP1-MM_I:ERVK:LTR","IAP1-MM_I:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAP1-MM_I",3.78518473848985,0.226574415523652,0.0621907727057575,0.566735092624706,"Not Sig."
