"","repID","Geneid","is_re","class","superf","fam","meanExpr","logFC_cGASKOvsWT","pval_cGASKOvsWT","padj_cGASKOvsWT","sig_cGASKOvsWT"
"159","IAP1-MM_LTR:ERVK:LTR","IAP1-MM_LTR:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAP1-MM_LTR",1.02747938895298,-0.0252092598910335,0.885710499030982,0.985312865046948,"Not Sig."
"160","IAPA_MM-int:ERVK:LTR","IAPA_MM-int:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPA_MM-int",0.303188501513828,0.499295045835059,0.078509763685636,0.607332611750739,"Not Sig."
"161","IAPEY_LTR:ERVK:LTR","IAPEY_LTR:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPEY_LTR",2.11870252329887,0.165384383190746,0.248375204707419,0.819362200554998,"Not Sig."
"162","IAPEy-int:ERVK:LTR","IAPEy-int:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPEy-int",2.8881208065115,0.0193301484728068,0.850201929317989,0.975125891448221,"Not Sig."
"163","IAPEY2_LTR:ERVK:LTR","IAPEY2_LTR:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPEY2_LTR",4.42825223772587,0.0519646039084908,0.627827861682684,0.932536212835387,"Not Sig."
"164","IAPEY3_LTR:ERVK:LTR","IAPEY3_LTR:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPEY3_LTR",1.99654713481271,-0.071534464518723,0.523086401034706,0.904518144797729,"Not Sig."
"165","IAPEY3-int:ERVK:LTR","IAPEY3-int:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPEY3-int",4.1105388771499,0.113505269724134,0.232935057556428,0.808476167240174,"Not Sig."
"166","IAPEY3C_LTR:ERVK:LTR","IAPEY3C_LTR:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPEY3C_LTR",0.570328948514387,0.303628227914583,0.171894496971686,0.72999166248996,"Not Sig."
"167","IAPEY4_I:ERVK:LTR","IAPEY4_I:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPEY4_I",112.102821411509,-0.200670588299286,0.478184119017938,0.89145734961972,"Not Sig."
"168","IAPEY4_LTR:ERVK:LTR","IAPEY4_LTR:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPEY4_LTR",5.98442140309338,-0.225872308006756,0.341889605718866,0.83950227606948,"Not Sig."
"169","IAPEY5_I:ERVK:LTR","IAPEY5_I:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPEY5_I",0.455116716247276,-0.121434284261855,0.635848750619081,0.932536212835387,"Not Sig."
"170","IAPEY5_LTR:ERVK:LTR","IAPEY5_LTR:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPEY5_LTR",0.205066180110216,-0.0896218534059131,0.797013413850017,0.967349516387247,"Not Sig."
"171","IAPEz-int:ERVK:LTR","IAPEz-int:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPEz-int",478.597234879489,0.232878230082871,0.088456450763648,0.6184920650391,"Not Sig."
"172","IAPLTR1_Mm:ERVK:LTR","IAPLTR1_Mm:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPLTR1_Mm",52.816200850903,0.222151014145189,0.136661450597207,0.699422990084762,"Not Sig."
"173","IAPLTR1a_Mm:ERVK:LTR","IAPLTR1a_Mm:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPLTR1a_Mm",16.0288079493713,0.123997409287826,0.146244209163979,0.714752103346475,"Not Sig."
"174","IAPLTR2_Mm:ERVK:LTR","IAPLTR2_Mm:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPLTR2_Mm",17.5685730264069,0.0929352155547805,0.349672574770104,0.842618942196493,"Not Sig."
"175","IAPLTR2a:ERVK:LTR","IAPLTR2a:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPLTR2a",3.62241572850499,0.149943116836664,0.158723254331773,0.717261149692025,"Not Sig."
"176","IAPLTR2a2_Mm:ERVK:LTR","IAPLTR2a2_Mm:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPLTR2a2_Mm",8.53366904957965,0.0935246916086225,0.413785647838239,0.89145734961972,"Not Sig."
"177","IAPLTR2b:ERVK:LTR","IAPLTR2b:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPLTR2b",5.70047415208893,0.0977367343771353,0.345746782435156,0.83950227606948,"Not Sig."
"178","IAPLTR3-int:ERVK:LTR","IAPLTR3-int:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPLTR3-int",5.50942271463138,0.225894785543679,0.112530029335192,0.645968922943374,"Not Sig."
"179","IAPLTR3:ERVK:LTR","IAPLTR3:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPLTR3",0.462918089146995,-0.21410035545117,0.431412163712605,0.89145734961972,"Not Sig."
"180","IAPLTR4:ERVK:LTR","IAPLTR4:ERVK:LTR",TRUE,"LTR","LTR/ERVK","IAPLTR4",2.36105850847986,0.383534527702914,0.0193667588771575,0.357777262239111,"Not Sig."
"181","ID_B1:B4:SINE","ID_B1:B4:SINE",TRUE,"SINE","SINE/B4","ID_B1",17587.8740045325,0.0859132531349637,0.557142428539018,0.913190417443638,"Not Sig."
"182","ID:ID:SINE","ID:ID:SINE",TRUE,"SINE","SINE/ID","ID",82.3496600959811,-0.0400676034671713,0.462833511524874,0.89145734961972,"Not Sig."
"183","ID2:ID:SINE","ID2:ID:SINE",TRUE,"SINE","SINE/ID","ID2",52.2460312299429,-0.0379377501647744,0.451910515451485,0.89145734961972,"Not Sig."
"184","ID4_.:ID:SINE","ID4_.:ID:SINE",TRUE,"SINE","SINE/ID","ID4_.",299.640897902286,-0.0480027223376539,0.391992422717561,0.880537557470712,"Not Sig."
"185","ID4:ID:SINE","ID4:ID:SINE",TRUE,"SINE","SINE/ID","ID4",254.263743007521,-0.0594905886476904,0.275592374713813,0.825449032914936,"Not Sig."
"186","IMPB_01:Satellite:Satellite","IMPB_01:Satellite:Satellite",TRUE,"Satellite","Satellite/Satellite","IMPB_01",121.984907943628,-0.0584030534775751,0.682046817388723,0.93605739978032,"Not Sig."
"187","Kanga1:TcMar-Tc2:DNA","Kanga1:TcMar-Tc2:DNA",TRUE,"DNA","DNA/TcMar-Tc2","Kanga1",2.57973251131911,0.0328712356138729,0.814295332365941,0.967842810611808,"Not Sig."
"188","Kanga11a:TcMar-Tc2:DNA","Kanga11a:TcMar-Tc2:DNA",TRUE,"DNA","DNA/TcMar-Tc2","Kanga11a",1.88502404905882,0.126176638411216,0.267146658301693,0.825449032914936,"Not Sig."
"189","Kanga1a:TcMar-Tc2:DNA","Kanga1a:TcMar-Tc2:DNA",TRUE,"DNA","DNA/TcMar-Tc2","Kanga1a",1.39222776421882,-0.11273972513514,0.470776429564594,0.89145734961972,"Not Sig."
"190","Kanga1b:TcMar-Tc2:DNA","Kanga1b:TcMar-Tc2:DNA",TRUE,"DNA","DNA/TcMar-Tc2","Kanga1b",0.789784002922456,-0.0261470938311192,0.874393637947722,0.983126525568164,"Not Sig."
"191","Kanga1c:TcMar-Tc2:DNA","Kanga1c:TcMar-Tc2:DNA",TRUE,"DNA","DNA/TcMar-Tc2","Kanga1c",1.85307344905523,-0.0791431626790881,0.506957464217485,0.898772628555509,"Not Sig."
"192","Kanga1d:TcMar-Tc2:DNA","Kanga1d:TcMar-Tc2:DNA",TRUE,"DNA","DNA/TcMar-Tc2","Kanga1d",0.689015966366284,-0.26181980584064,0.236954305237212,0.808476167240174,"Not Sig."
"193","Kanga2_a:TcMar-Tc2:DNA","Kanga2_a:TcMar-Tc2:DNA",TRUE,"DNA","DNA/TcMar-Tc2","Kanga2_a",5.03577158937958,-0.0349021965453779,0.671577457223424,0.935380668918376,"Not Sig."
"194","L1_Mur1:L1:LINE","L1_Mur1:L1:LINE",TRUE,"LINE","LINE/L1","L1_Mur1",37.2214605677518,0.00320716349954657,0.959326180750642,0.992248718888891,"Not Sig."
"195","L1_Mur2:L1:LINE","L1_Mur2:L1:LINE",TRUE,"LINE","LINE/L1","L1_Mur2",87.8898009655141,0.165152975699343,0.00965475395889107,0.2756686327736,"Not Sig."
"196","L1_Mur3:L1:LINE","L1_Mur3:L1:LINE",TRUE,"LINE","LINE/L1","L1_Mur3",133.612384266305,0.0197342384337359,0.693972600826029,0.93605739978032,"Not Sig."
"197","L1_Mus3:L1:LINE","L1_Mus3:L1:LINE",TRUE,"LINE","LINE/L1","L1_Mus3",0.308314865579748,0.404157477575742,0.216198201223615,0.792502549179573,"Not Sig."
"198","L1_Rod:L1:LINE","L1_Rod:L1:LINE",TRUE,"LINE","LINE/L1","L1_Rod",101.027812660337,0.0434991269384698,0.372156052536461,0.867711635363476,"Not Sig."
"199","L1Lx_I:L1:LINE","L1Lx_I:L1:LINE",TRUE,"LINE","LINE/L1","L1Lx_I",150.811852445825,0.00489196609813844,0.926507699511382,0.985312865046948,"Not Sig."
"200","L1Lx_II:L1:LINE","L1Lx_II:L1:LINE",TRUE,"LINE","LINE/L1","L1Lx_II",32.2454635550076,-0.0798886361003834,0.140456388781899,0.705533249205372,"Not Sig."
"201","L1Lx_III:L1:LINE","L1Lx_III:L1:LINE",TRUE,"LINE","LINE/L1","L1Lx_III",106.415754805195,0.079592661454774,0.157244476899233,0.717261149692025,"Not Sig."
"202","L1Lx_IV:L1:LINE","L1Lx_IV:L1:LINE",TRUE,"LINE","LINE/L1","L1Lx_IV",105.208584511039,0.0409885421291074,0.444787621234556,0.89145734961972,"Not Sig."
"203","L1M:L1:LINE","L1M:L1:LINE",TRUE,"LINE","LINE/L1","L1M",2.85007117971358,0.0342232015769154,0.797576604676892,0.967349516387247,"Not Sig."
"204","L1M1:L1:LINE","L1M1:L1:LINE",TRUE,"LINE","LINE/L1","L1M1",3.77254863694629,-0.0995932588764218,0.248278841625964,0.819362200554998,"Not Sig."
"205","L1M2:L1:LINE","L1M2:L1:LINE",TRUE,"LINE","LINE/L1","L1M2",106.214288994427,0.00809190584480458,0.872805523489031,0.983126525568164,"Not Sig."
"206","L1M2a:L1:LINE","L1M2a:L1:LINE",TRUE,"LINE","LINE/L1","L1M2a",0.804950203945851,0.229397616855375,0.329821079626744,0.83950227606948,"Not Sig."
"207","L1M2c:L1:LINE","L1M2c:L1:LINE",TRUE,"LINE","LINE/L1","L1M2c",3.13211136838467,-0.145808518900779,0.170217624269005,0.72999166248996,"Not Sig."
"208","L1M3:L1:LINE","L1M3:L1:LINE",TRUE,"LINE","LINE/L1","L1M3",55.7700719653559,-0.0162303430332052,0.752865127158753,0.954087893974013,"Not Sig."
"209","L1M3a:L1:LINE","L1M3a:L1:LINE",TRUE,"LINE","LINE/L1","L1M3a",0.348147340733556,0.250957322448581,0.31152972460266,0.834626762189546,"Not Sig."
"210","L1M3b:L1:LINE","L1M3b:L1:LINE",TRUE,"LINE","LINE/L1","L1M3b",0.640781459913076,0.203711158687648,0.353492659044335,0.844800738024458,"Not Sig."
"211","L1M3c:L1:LINE","L1M3c:L1:LINE",TRUE,"LINE","LINE/L1","L1M3c",0.898864557397503,0.110965831127692,0.59866248420983,0.929254356749164,"Not Sig."
"212","L1M3d:L1:LINE","L1M3d:L1:LINE",TRUE,"LINE","LINE/L1","L1M3d",1.71621313075224,0.0940771828298905,0.41740512025191,0.89145734961972,"Not Sig."
"213","L1M3de:L1:LINE","L1M3de:L1:LINE",TRUE,"LINE","LINE/L1","L1M3de",1.23350926089314,-0.217112484213508,0.208301301574472,0.79161894254466,"Not Sig."
"214","L1M3e:L1:LINE","L1M3e:L1:LINE",TRUE,"LINE","LINE/L1","L1M3e",4.07708800040619,0.135432767565509,0.149342123898088,0.717261149692025,"Not Sig."
"215","L1M3f:L1:LINE","L1M3f:L1:LINE",TRUE,"LINE","LINE/L1","L1M3f",0.189650925798595,-0.23061064825115,0.55728857231645,0.913190417443638,"Not Sig."
"216","L1M4:L1:LINE","L1M4:L1:LINE",TRUE,"LINE","LINE/L1","L1M4",121.012548898198,-0.0455205264766841,0.376631015383024,0.868765921710501,"Not Sig."
"217","L1M4a1:L1:LINE","L1M4a1:L1:LINE",TRUE,"LINE","LINE/L1","L1M4a1",14.5084358499131,0.176576244847988,0.0442524785840093,0.494989064573713,"Not Sig."
"218","L1M4a2:L1:LINE","L1M4a2:L1:LINE",TRUE,"LINE","LINE/L1","L1M4a2",6.65487905648288,-0.0554723530952638,0.429494956389433,0.89145734961972,"Not Sig."
"219","L1M4b:L1:LINE","L1M4b:L1:LINE",TRUE,"LINE","LINE/L1","L1M4b",13.81212911188,-0.0402999593173611,0.556246811988002,0.913190417443638,"Not Sig."
"220","L1M4c:L1:LINE","L1M4c:L1:LINE",TRUE,"LINE","LINE/L1","L1M4c",16.7079266114299,-0.0503293130092097,0.425492335059847,0.89145734961972,"Not Sig."
"221","L1M5:L1:LINE","L1M5:L1:LINE",TRUE,"LINE","LINE/L1","L1M5",140.78500843712,0.0395789930997192,0.478199806597905,0.89145734961972,"Not Sig."
"222","L1M6:L1:LINE","L1M6:L1:LINE",TRUE,"LINE","LINE/L1","L1M6",1.6467584634138,-0.0887853510641395,0.517028496688383,0.901890544866392,"Not Sig."
"223","L1M6B:L1:LINE","L1M6B:L1:LINE",TRUE,"LINE","LINE/L1","L1M6B",0.210615470522167,0.0580195011455552,0.89123656775171,0.985312865046948,"Not Sig."
"224","L1M7:L1:LINE","L1M7:L1:LINE",TRUE,"LINE","LINE/L1","L1M7",1.79849534157702,-0.155459986730237,0.294306419480415,0.829951337172234,"Not Sig."
"225","L1M8:L1:LINE","L1M8:L1:LINE",TRUE,"LINE","LINE/L1","L1M8",2.12184305955012,0.00710968585269836,0.956619708843818,0.990393496274373,"Not Sig."
"226","L1MA10:L1:LINE","L1MA10:L1:LINE",TRUE,"LINE","LINE/L1","L1MA10",4.65727756688346,-0.00142432509552888,0.986633532901192,0.995901005337991,"Not Sig."
"227","L1MA4:L1:LINE","L1MA4:L1:LINE",TRUE,"LINE","LINE/L1","L1MA4",50.3697643933,0.0105010855622879,0.842000965906615,0.974995782293146,"Not Sig."
"228","L1MA4A:L1:LINE","L1MA4A:L1:LINE",TRUE,"LINE","LINE/L1","L1MA4A",21.9018940369754,-0.0222432956300501,0.696128863020234,0.93605739978032,"Not Sig."
"229","L1MA5:L1:LINE","L1MA5:L1:LINE",TRUE,"LINE","LINE/L1","L1MA5",25.7159992505299,-0.0119512751387722,0.832417855461954,0.973117027370839,"Not Sig."
"230","L1MA5A:L1:LINE","L1MA5A:L1:LINE",TRUE,"LINE","LINE/L1","L1MA5A",11.4505945534154,-0.0420618292529832,0.548266538334029,0.913190417443638,"Not Sig."
"231","L1MA6:L1:LINE","L1MA6:L1:LINE",TRUE,"LINE","LINE/L1","L1MA6",67.1415161003712,0.03569524844112,0.504199735119561,0.898286884408414,"Not Sig."
"232","L1MA7:L1:LINE","L1MA7:L1:LINE",TRUE,"LINE","LINE/L1","L1MA7",24.9734334812642,-0.108566075374301,0.0287009846188833,0.388782065162166,"Not Sig."
"233","L1MA8:L1:LINE","L1MA8:L1:LINE",TRUE,"LINE","LINE/L1","L1MA8",24.831253444339,0.0213249631359329,0.685119693564649,0.93605739978032,"Not Sig."
"234","L1MA9:L1:LINE","L1MA9:L1:LINE",TRUE,"LINE","LINE/L1","L1MA9",31.3993369068596,-0.0440262533204995,0.644152776691019,0.932536212835387,"Not Sig."
"235","L1MB1:L1:LINE","L1MB1:L1:LINE",TRUE,"LINE","LINE/L1","L1MB1",19.3231963994826,0.145830349905161,0.00548737337320659,0.210450234776291,"Not Sig."
"236","L1MB2:L1:LINE","L1MB2:L1:LINE",TRUE,"LINE","LINE/L1","L1MB2",38.7265592212414,-0.0695203396868374,0.187640484605388,0.751254270141433,"Not Sig."
"237","L1MB3:L1:LINE","L1MB3:L1:LINE",TRUE,"LINE","LINE/L1","L1MB3",76.9002024625708,-0.0418835033689453,0.430006041318905,0.89145734961972,"Not Sig."
"238","L1MB4:L1:LINE","L1MB4:L1:LINE",TRUE,"LINE","LINE/L1","L1MB4",42.4522059846015,-0.0198848762682753,0.679276825720756,0.93605739978032,"Not Sig."
"239","L1MB5:L1:LINE","L1MB5:L1:LINE",TRUE,"LINE","LINE/L1","L1MB5",42.2485624526803,-0.00449065552281528,0.926784776927059,0.985312865046948,"Not Sig."
"240","L1MB7:L1:LINE","L1MB7:L1:LINE",TRUE,"LINE","LINE/L1","L1MB7",106.133243349969,-0.0325375777261627,0.514130841154837,0.901890544866392,"Not Sig."
"241","L1MB8:L1:LINE","L1MB8:L1:LINE",TRUE,"LINE","LINE/L1","L1MB8",86.7559145769841,-0.0285163808666564,0.585479083238014,0.927026901240239,"Not Sig."
"242","L1MC:L1:LINE","L1MC:L1:LINE",TRUE,"LINE","LINE/L1","L1MC",36.8337757017923,-0.0158673001587698,0.761479747362263,0.954475927092616,"Not Sig."
"243","L1MC1:L1:LINE","L1MC1:L1:LINE",TRUE,"LINE","LINE/L1","L1MC1",50.1501642332756,-0.0389315310830912,0.444164750183377,0.89145734961972,"Not Sig."
"244","L1MC2:L1:LINE","L1MC2:L1:LINE",TRUE,"LINE","LINE/L1","L1MC2",21.1949868056809,-0.0636185508778602,0.326522833334871,0.83950227606948,"Not Sig."
"245","L1MC3:L1:LINE","L1MC3:L1:LINE",TRUE,"LINE","LINE/L1","L1MC3",39.9898443178688,-0.0786448977268832,0.113917903814068,0.645968922943374,"Not Sig."
"246","L1MC4:L1:LINE","L1MC4:L1:LINE",TRUE,"LINE","LINE/L1","L1MC4",83.3862967901255,0.0239199336510808,0.6457087992946,0.932536212835387,"Not Sig."
"247","L1MC4a:L1:LINE","L1MC4a:L1:LINE",TRUE,"LINE","LINE/L1","L1MC4a",31.1046660633148,-0.0712543701649933,0.1714509715135,0.72999166248996,"Not Sig."
"248","L1MC5:L1:LINE","L1MC5:L1:LINE",TRUE,"LINE","LINE/L1","L1MC5",38.5724023776157,0.0643466642857536,0.18902526797107,0.751254270141433,"Not Sig."
"249","L1MC5a:L1:LINE","L1MC5a:L1:LINE",TRUE,"LINE","LINE/L1","L1MC5a",35.3869844056108,-0.0371737024993075,0.563282146510917,0.917659352799318,"Not Sig."
"250","L1MCa:L1:LINE","L1MCa:L1:LINE",TRUE,"LINE","LINE/L1","L1MCa",18.1519721324678,-0.0151167782464541,0.815998024506148,0.967842810611808,"Not Sig."
"251","L1MCb:L1:LINE","L1MCb:L1:LINE",TRUE,"LINE","LINE/L1","L1MCb",4.02582700515984,0.00753316598350985,0.935300769903534,0.986201492075154,"Not Sig."
"252","L1MCc:L1:LINE","L1MCc:L1:LINE",TRUE,"LINE","LINE/L1","L1MCc",3.62481638933451,-0.200083670259122,0.132477808074959,0.690592225224701,"Not Sig."
"253","L1MD:L1:LINE","L1MD:L1:LINE",TRUE,"LINE","LINE/L1","L1MD",37.5147804176209,-0.010744160419501,0.833203427122129,0.973117027370839,"Not Sig."
"254","L1MD1:L1:LINE","L1MD1:L1:LINE",TRUE,"LINE","LINE/L1","L1MD1",21.0099112919089,-0.0548747284604706,0.411977696248105,0.89145734961972,"Not Sig."
"255","L1MD2:L1:LINE","L1MD2:L1:LINE",TRUE,"LINE","LINE/L1","L1MD2",28.812650554988,-0.0488581745201287,0.375434931277855,0.868543497732351,"Not Sig."
"256","L1MD3:L1:LINE","L1MD3:L1:LINE",TRUE,"LINE","LINE/L1","L1MD3",35.0144840544296,0.00991685264393771,0.86329455447409,0.983126525568164,"Not Sig."
"257","L1MdA_I:L1:LINE","L1MdA_I:L1:LINE",TRUE,"LINE","LINE/L1","L1MdA_I",266.868910132571,0.246248305705667,0.0246941927301714,0.36207025827346,"Not Sig."
"258","L1MdA_II:L1:LINE","L1MdA_II:L1:LINE",TRUE,"LINE","LINE/L1","L1MdA_II",63.0657360757026,0.0261356092924819,0.619483105358262,0.930718369418157,"Not Sig."
"259","L1MdA_III:L1:LINE","L1MdA_III:L1:LINE",TRUE,"LINE","LINE/L1","L1MdA_III",108.577303706335,0.0656754703299656,0.22815311812978,0.806339195996127,"Not Sig."
"260","L1MdA_IV:L1:LINE","L1MdA_IV:L1:LINE",TRUE,"LINE","LINE/L1","L1MdA_IV",62.9119839292602,-0.0725796324136919,0.164222768487767,0.717261149692025,"Not Sig."
"261","L1MdA_V:L1:LINE","L1MdA_V:L1:LINE",TRUE,"LINE","LINE/L1","L1MdA_V",29.3653533895309,-0.0278138131542896,0.612421409064633,0.930718369418157,"Not Sig."
"262","L1MdA_VI:L1:LINE","L1MdA_VI:L1:LINE",TRUE,"LINE","LINE/L1","L1MdA_VI",86.9820354269443,-0.0489695142787826,0.316213325692384,0.834626762189546,"Not Sig."
"263","L1MdA_VII:L1:LINE","L1MdA_VII:L1:LINE",TRUE,"LINE","LINE/L1","L1MdA_VII",78.8630851879187,-0.0134541326693217,0.902846015982528,0.985312865046948,"Not Sig."
"264","L1MDa:L1:LINE","L1MDa:L1:LINE",TRUE,"LINE","LINE/L1","L1MDa",22.0284537205758,-0.00142139629150874,0.980006696212647,0.994427763996771,"Not Sig."
"265","L1MDb:L1:LINE","L1MDb:L1:LINE",TRUE,"LINE","LINE/L1","L1MDb",3.09709934943649,0.161945497629541,0.104792615709167,0.642372813810429,"Not Sig."
"266","L1MdF_I:L1:LINE","L1MdF_I:L1:LINE",TRUE,"LINE","LINE/L1","L1MdF_I",95.2728473147149,0.0324552383601943,0.521482638958994,0.903847704904966,"Not Sig."
"267","L1MdF_II:L1:LINE","L1MdF_II:L1:LINE",TRUE,"LINE","LINE/L1","L1MdF_II",29.4751167629903,-0.0194394035177388,0.754904996499526,0.954379591611725,"Not Sig."
"268","L1MdF_III:L1:LINE","L1MdF_III:L1:LINE",TRUE,"LINE","LINE/L1","L1MdF_III",206.757200919364,0.0534136570971261,0.506881019978791,0.898772628555509,"Not Sig."
"269","L1MdF_IV:L1:LINE","L1MdF_IV:L1:LINE",TRUE,"LINE","LINE/L1","L1MdF_IV",159.45794130726,-0.0257604048098746,0.631231213377051,0.932536212835387,"Not Sig."
"270","L1MdF_V:L1:LINE","L1MdF_V:L1:LINE",TRUE,"LINE","LINE/L1","L1MdF_V",132.711902877547,0.0242868354862508,0.654422533856212,0.932536212835387,"Not Sig."
"271","L1MdFanc_I:L1:LINE","L1MdFanc_I:L1:LINE",TRUE,"LINE","LINE/L1","L1MdFanc_I",176.169700758383,0.145125703675827,0.0209913281299095,0.358268732438152,"Not Sig."
"272","L1MdFanc_II:L1:LINE","L1MdFanc_II:L1:LINE",TRUE,"LINE","LINE/L1","L1MdFanc_II",123.133003908486,0.163695127898546,0.0189804893476848,0.357777262239111,"Not Sig."
"273","L1MdGf_I:L1:LINE","L1MdGf_I:L1:LINE",TRUE,"LINE","LINE/L1","L1MdGf_I",47.8878444973209,-0.00676458700921443,0.919566110173002,0.985312865046948,"Not Sig."
"274","L1MdGf_II:L1:LINE","L1MdGf_II:L1:LINE",TRUE,"LINE","LINE/L1","L1MdGf_II",81.8718316455425,0.0844102528318044,0.231451319377102,0.808476167240174,"Not Sig."
"275","L1MdMus_I:L1:LINE","L1MdMus_I:L1:LINE",TRUE,"LINE","LINE/L1","L1MdMus_I",131.131166255994,0.0138521496094661,0.80019593153649,0.967349516387247,"Not Sig."
"276","L1MdMus_II:L1:LINE","L1MdMus_II:L1:LINE",TRUE,"LINE","LINE/L1","L1MdMus_II",64.3541392665223,0.0647828066731912,0.199614028091368,0.773504358854053,"Not Sig."
"277","L1MdN_I:L1:LINE","L1MdN_I:L1:LINE",TRUE,"LINE","LINE/L1","L1MdN_I",17.2141117102421,-0.0287156839167773,0.675289650817565,0.93605739978032,"Not Sig."
"278","L1MdTf_I:L1:LINE","L1MdTf_I:L1:LINE",TRUE,"LINE","LINE/L1","L1MdTf_I",47.3905015429359,-0.0811545603144673,0.302760189145429,0.834626762189546,"Not Sig."
"279","L1MdTf_II:L1:LINE","L1MdTf_II:L1:LINE",TRUE,"LINE","LINE/L1","L1MdTf_II",70.2887639660267,0.0273178967905177,0.683642151281875,0.93605739978032,"Not Sig."
"280","L1MdTf_III:L1:LINE","L1MdTf_III:L1:LINE",TRUE,"LINE","LINE/L1","L1MdTf_III",61.1180833585419,0.00261274959410343,0.963170114950637,0.992913815200429,"Not Sig."
"281","L1MdV_I:L1:LINE","L1MdV_I:L1:LINE",TRUE,"LINE","LINE/L1","L1MdV_I",91.3860029427775,-0.00469843330788397,0.92555126105709,0.985312865046948,"Not Sig."
"282","L1MdV_II:L1:LINE","L1MdV_II:L1:LINE",TRUE,"LINE","LINE/L1","L1MdV_II",105.538412554514,0.105071691627563,0.294498861577244,0.829951337172234,"Not Sig."
"283","L1MdV_III:L1:LINE","L1MdV_III:L1:LINE",TRUE,"LINE","LINE/L1","L1MdV_III",134.850664271038,0.051921789078722,0.310827589863571,0.834626762189546,"Not Sig."
"284","L1ME1:L1:LINE","L1ME1:L1:LINE",TRUE,"LINE","LINE/L1","L1ME1",41.675400769737,0.036447727115804,0.468339619928765,0.89145734961972,"Not Sig."
"285","L1ME2:L1:LINE","L1ME2:L1:LINE",TRUE,"LINE","LINE/L1","L1ME2",17.2279576410162,0.000856922512185966,0.98969772042054,0.996124328994699,"Not Sig."
"286","L1ME2z:L1:LINE","L1ME2z:L1:LINE",TRUE,"LINE","LINE/L1","L1ME2z",16.3133340547936,0.0181766979185648,0.782792344239158,0.962323938206539,"Not Sig."
"287","L1ME3:L1:LINE","L1ME3:L1:LINE",TRUE,"LINE","LINE/L1","L1ME3",13.6834747006784,-0.0207510101048566,0.766753384735397,0.957031072044854,"Not Sig."
"288","L1ME3A:L1:LINE","L1ME3A:L1:LINE",TRUE,"LINE","LINE/L1","L1ME3A",16.9234206876828,-0.00492550298481339,0.932895187777418,0.985312865046948,"Not Sig."
"289","L1ME3B:L1:LINE","L1ME3B:L1:LINE",TRUE,"LINE","LINE/L1","L1ME3B",5.48616615835355,0.0898561258116117,0.242304167055437,0.817199200780281,"Not Sig."
"290","L1ME3C:L1:LINE","L1ME3C:L1:LINE",TRUE,"LINE","LINE/L1","L1ME3C",1.50720125703669,0.0530151243194653,0.758208776505636,0.954475927092616,"Not Sig."
"291","L1ME3Cz:L1:LINE","L1ME3Cz:L1:LINE",TRUE,"LINE","LINE/L1","L1ME3Cz",9.01712124932874,-0.00652750406217555,0.936510443332911,0.986518282540008,"Not Sig."
"292","L1ME3D:L1:LINE","L1ME3D:L1:LINE",TRUE,"LINE","LINE/L1","L1ME3D",3.00139365571088,0.374423792862107,0.0189208365730509,0.357777262239111,"Not Sig."
"293","L1ME3E:L1:LINE","L1ME3E:L1:LINE",TRUE,"LINE","LINE/L1","L1ME3E",1.52238408070254,-0.271331023171783,0.123471506878965,0.666500422704862,"Not Sig."
"294","L1ME3F:L1:LINE","L1ME3F:L1:LINE",TRUE,"LINE","LINE/L1","L1ME3F",2.29040856924212,-0.0493371716669189,0.668676228588499,0.933737075956913,"Not Sig."
"295","L1ME3G:L1:LINE","L1ME3G:L1:LINE",TRUE,"LINE","LINE/L1","L1ME3G",15.9238641195904,0.0367681154251872,0.621909372528061,0.930718369418157,"Not Sig."
"296","L1ME4a:L1:LINE","L1ME4a:L1:LINE",TRUE,"LINE","LINE/L1","L1ME4a",9.87871766339618,0.0499288832979449,0.55262153882041,0.913190417443638,"Not Sig."
"297","L1ME4b:L1:LINE","L1ME4b:L1:LINE",TRUE,"LINE","LINE/L1","L1ME4b",20.5778524033846,0.0158499528433353,0.772324701760763,0.960131318492726,"Not Sig."
"298","L1ME4c:L1:LINE","L1ME4c:L1:LINE",TRUE,"LINE","LINE/L1","L1ME4c",9.5673043480786,0.0152223480124741,0.82649664463003,0.969877939766152,"Not Sig."
