"","geneID","Geneid","is_re","mgi_symbol","entrezgene_id","meanExpr","logFC_cGASKOvsWT","pval_cGASKOvsWT","padj_cGASKOvsWT","sig_cGASKOvsWT"
"3151","Cyb5r3","ENSMUSG00000018042",FALSE,"Cyb5r3",109754,281.429153537907,0.0759433176492072,0.422736104699447,0.724608952161688,"Not Sig."
"3152","Cyb5r4","ENSMUSG00000032872",FALSE,"Cyb5r4",266690,59.1776724712786,0.16248128585802,0.130945070526336,0.432341596090478,"Not Sig."
"3153","Cyb5rl","ENSMUSG00000028621",FALSE,"Cyb5rl",230582,4.25488388712811,0.300081547032029,0.102988894479713,0.388972469757125,"Not Sig."
"3154","Cyba","ENSMUSG00000006519",FALSE,"Cyba",13057,231.613174427821,0.370728571861052,0.00783474462360033,0.117635618109548,"Not Sig."
"3155","Cybb","ENSMUSG00000015340",FALSE,"Cybb",13058,302.993495663891,0.383459888837242,0.099498447038197,0.383341048541741,"Not Sig."
"3156","Cybc1","ENSMUSG00000039294",FALSE,"Cybc1",217370,43.5867929492654,0.137763922507919,0.101585543493485,0.386747768039576,"Not Sig."
"3157","Cybrd1","ENSMUSG00000027015",FALSE,"Cybrd1",73649,0.563794399623372,-1.10697249925193,0.0595372722698223,0.302119353574878,"Not Sig."
"3158","Cyc1","ENSMUSG00000022551",FALSE,"Cyc1",66445,51.9127975671206,-0.110491919252133,0.341826416708181,0.661372104536083,"Not Sig."
"3159","Cycs","ENSMUSG00000063694",FALSE,"Cycs",13063,37.7989619534106,-0.214710774744231,0.230570464263996,0.557107709675844,"Not Sig."
"3160","Cyfip1","ENSMUSG00000030447",FALSE,"Cyfip1",20430,238.013334847097,0.171278227707326,0.0647642150618612,0.314423428567991,"Not Sig."
"3161","Cyfip2","ENSMUSG00000020340",FALSE,"Cyfip2",76884,51.2351738152758,0.48529088721465,0.027368255298742,0.204925452028968,"Not Sig."
"3162","Cygb","ENSMUSG00000020810",FALSE,"Cygb",114886,33.1027680597957,-0.0194227857871138,0.932324125455973,0.979336176759986,"Not Sig."
"3163","Cyld","ENSMUSG00000036712",FALSE,"Cyld",74256,65.7917527397271,0.0204043783809303,0.852638072436767,0.952712920563798,"Not Sig."
"3164","Cyp1b1","ENSMUSG00000024087",FALSE,"Cyp1b1",13078,392.161218088686,0.157382826493375,0.401742797339644,0.709502077596491,"Not Sig."
"3165","Cyp20a1","ENSMUSG00000049439",FALSE,"Cyp20a1",77951,49.7609744867466,-0.0109806738837667,0.940356504265505,0.981898876800216,"Not Sig."
"3166","Cyp26b1","ENSMUSG00000063415",FALSE,"Cyp26b1",232174,25.8528566198425,-1.77365363886842,6.11171808164312e-06,0.00619239276032081,"Sig. Down"
"3167","Cyp27a1","ENSMUSG00000026170",FALSE,"Cyp27a1",104086,4.39958461027076,0.713441809080454,0.00046102061441893,0.0389058171560181,"Sig. Up"
"3168","Cyp2d22","ENSMUSG00000061740",FALSE,"Cyp2d22",56448,17.1600478073524,-0.1452337388904,0.621342700244707,0.84789453669007,"Not Sig."
"3169","Cyp2j6","ENSMUSG00000052914",FALSE,"Cyp2j6",13110,12.7731185640677,0.11725882221823,0.374809699866209,0.688668135735912,"Not Sig."
"3170","Cyp2j9","ENSMUSG00000015224",FALSE,"Cyp2j9",74519,0.573288258885312,0.526431825267521,0.221656837523128,0.548227586925947,"Not Sig."
"3171","Cyp2r1","ENSMUSG00000030670",FALSE,"Cyp2r1",244209,1.82791820878715,0.194408059765241,0.342809281517094,0.662009588373162,"Not Sig."
"3172","Cyp2s1","ENSMUSG00000040703",FALSE,"Cyp2s1",74134,1.16281142391177,-0.679781272921263,0.257160022876215,0.585241150115771,"Not Sig."
"3173","Cyp2t4","ENSMUSG00000078787",FALSE,"Cyp2t4",384724,1.08914750025402,-0.0845677741393826,0.665566031633228,0.867591229254509,"Not Sig."
"3174","Cyp2u1","ENSMUSG00000027983",FALSE,"Cyp2u1",71519,5.04514268677177,-0.441729095243582,0.048441809345366,0.274503586290407,"Not Sig."
"3175","Cyp39a1","ENSMUSG00000023963",FALSE,"Cyp39a1",56050,4.51049720149893,-0.216602972463224,0.281894137126359,0.60924731172446,"Not Sig."
